"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000079150.18","HAVANA","gene",NA,NA,"ENSG00000079150.18","protein_coding","FKBP7","2","HGNC:3723","OTTHUMG00000132577.7",-0.697344161444927,3.72978674117085,-2.26529140815117,0.0238912746622267,0.402556081387932,-3.70934175351658
"ENSG00000171045.16","HAVANA","gene",NA,NA,"ENSG00000171045.16","protein_coding","TSNARE1","2","HGNC:26437","OTTHUMG00000164867.7",0.710109383630508,3.70738564121202,2.26462638364234,0.0239323722851956,0.402556081387932,-3.86346626054561
"ENSG00000121594.12","HAVANA","gene",NA,NA,"ENSG00000121594.12","protein_coding","CD80","2","HGNC:1700","OTTHUMG00000159419.2",-1.30339902114661,0.0121126520173009,-2.26438625934237,0.023947226745887,0.402556081387932,-3.50781571184231
"ENSG00000128881.17","HAVANA","gene",NA,NA,"ENSG00000128881.17","protein_coding","TTBK2","1","HGNC:19141","OTTHUMG00000175802.5",0.555876846721743,3.54117532023663,2.26396452663648,0.0239733351922636,0.402556081387932,-3.83452119336191
"ENSG00000159259.8","HAVANA","gene",NA,NA,"ENSG00000159259.8","protein_coding","CHAF1B","2","HGNC:1911","OTTHUMG00000086606.4",-0.90786296201131,4.36164625532823,-2.26377943466986,0.0239848015997827,0.402556081387932,-3.75669154337268
"ENSG00000272645.3","HAVANA","gene",NA,NA,"ENSG00000272645.3","transcribed_unprocessed_pseudogene","GTF2IP20","2","HGNC:51732","OTTHUMG00000037471.2",0.642837207803522,2.81542838442384,2.26376870225312,0.0239854666169572,0.402556081387932,-3.75445379417361
"ENSG00000147883.12","HAVANA","gene",NA,NA,"ENSG00000147883.12","protein_coding","CDKN2B","2","HGNC:1788","OTTHUMG00000019691.4",-1.21097192863821,4.41996893436737,-2.26322773954284,0.0240190072927247,0.402607318031728,-3.73678401355643
"ENSG00000169436.17","HAVANA","gene",NA,NA,"ENSG00000169436.17","protein_coding","COL22A1","2","HGNC:22989","OTTHUMG00000150035.3",-2.04356993066362,1.82509591006564,-2.26291204415375,0.0240385998230963,0.402607318031728,-3.52712083484316
"ENSG00000113140.11","HAVANA","gene",NA,NA,"ENSG00000113140.11","protein_coding","SPARC","1","HGNC:11219","OTTHUMG00000130122.5",-0.967113375779105,10.9876214747,-2.26232979929688,0.0240747712669661,0.402607318031728,-3.91643361798457
"ENSG00000101955.15","HAVANA","gene",NA,NA,"ENSG00000101955.15","protein_coding","SRPX","2","HGNC:11309","OTTHUMG00000021362.2",-1.32311098219092,3.48419966205317,-2.26228806460851,0.0240773658141009,0.402607318031728,-3.63332209358121
"ENSG00000105825.14","HAVANA","gene",NA,NA,"ENSG00000105825.14","protein_coding","TFPI2","1","HGNC:11761","OTTHUMG00000022963.5",1.93332013623523,1.30242813926451,2.26111341120344,0.0241504910336848,0.403457880623568,-3.7420015552064
"ENSG00000262468.6","HAVANA","gene",NA,NA,"ENSG00000262468.6","lncRNA","LINC01569","2","HGNC:51380","OTTHUMG00000177618.3",0.799672389159467,2.11752135494455,2.26035637892914,0.0241977205056448,0.403874661036203,-3.7010794008883
"ENSG00000112276.14","HAVANA","gene",NA,NA,"ENSG00000112276.14","protein_coding","BVES","2","HGNC:1152","OTTHUMG00000015291.3",-1.16531837604873,1.55011962274246,-2.25917832133523,0.0242713764588775,0.40473134286441,-3.5460775532986
"ENSG00000143207.21","HAVANA","gene",NA,NA,"ENSG00000143207.21","protein_coding","COP1","2","HGNC:17440","OTTHUMG00000034986.7",-0.447591165998608,6.05271894087083,-2.25841290439713,0.0243193371688115,0.404796747212457,-3.97156504919885
"ENSG00000204305.14","HAVANA","gene",NA,NA,"ENSG00000204305.14","protein_coding","AGER","2","HGNC:320","OTTHUMG00000031120.4",0.800375679575704,1.09670989985862,2.25840291790756,0.0243199634621188,0.404796747212457,-3.61510640648637
"ENSG00000173156.7","HAVANA","gene",NA,NA,"ENSG00000173156.7","protein_coding","RHOD","1","HGNC:670","OTTHUMG00000167102.5",0.806575719066291,4.58934390153112,2.25708126611493,0.0244029734058143,0.40552420577362,-3.96125350800593
"ENSG00000137822.13","HAVANA","gene",NA,NA,"ENSG00000137822.13","protein_coding","TUBGCP4","1","HGNC:16691","OTTHUMG00000176647.3",0.473556100058888,3.82636017218603,2.25699478282475,0.0244084137978053,0.40552420577362,-3.8692257348629
"ENSG00000041802.11","HAVANA","gene",NA,NA,"ENSG00000041802.11","protein_coding","LSG1","1","HGNC:25652","OTTHUMG00000156021.3",-0.434780734978841,5.82298330839198,-2.25616258359686,0.0244608187303501,0.405839337335373,-3.9651096951037
"ENSG00000155256.17","HAVANA","gene",NA,NA,"ENSG00000155256.17","protein_coding","ZFYVE27","2","HGNC:26559","OTTHUMG00000018867.6",0.43444915752158,4.84024564764761,2.25554977701137,0.0244994706335992,0.405839337335373,-3.95904054180782
"ENSG00000122735.16","HAVANA","gene",NA,NA,"ENSG00000122735.16","protein_coding","DNAI1","2","HGNC:2954","OTTHUMG00000019825.10",-1.92271659072884,-0.118077531490393,-2.25551266233685,0.024501813292386,0.405839337335373,-3.51812077925793
"ENSG00000172667.11","HAVANA","gene",NA,NA,"ENSG00000172667.11","protein_coding","ZMAT3","2","HGNC:29983","OTTHUMG00000157290.7",-0.691150868607338,5.09034690634052,-2.25522566300936,0.0245199351123673,0.405839337335373,-3.88698225806255
"ENSG00000135540.11","HAVANA","gene",NA,NA,"ENSG00000135540.11","protein_coding","NHSL1","1","HGNC:21021","OTTHUMG00000016321.3",-1.13955069813026,3.97801109315305,-2.25485111933555,0.0245436022061993,0.405839337335373,-3.70775911485403
"ENSG00000166925.9","HAVANA","gene",NA,NA,"ENSG00000166925.9","protein_coding","TSC22D4","1","HGNC:21696","OTTHUMG00000150233.3",0.619638204792549,5.60863995814426,2.25453219188664,0.0245637706022259,0.405839337335373,-3.99859498546704
"ENSG00000182963.11","HAVANA","gene",NA,NA,"ENSG00000182963.11","protein_coding","GJC1","1","HGNC:4280","OTTHUMG00000179861.5",-0.999893141719224,3.54056816805473,-2.25333313059252,0.0246397259653654,0.405839337335373,-3.68431331743766
"ENSG00000116161.18","HAVANA","gene",NA,NA,"ENSG00000116161.18","protein_coding","CACYBP","1","HGNC:30423","OTTHUMG00000034941.8",-0.578661145721948,6.59152720917442,-2.25243134950525,0.0246969842602718,0.405839337335373,-3.99912386480058
"ENSG00000121579.13","HAVANA","gene",NA,NA,"ENSG00000121579.13","protein_coding","NAA50","2","HGNC:29533","OTTHUMG00000159294.4",-0.491628643977489,7.43248600925586,-2.25174539645674,0.0247406159896403,0.405839337335373,-4.01040468920496
"ENSG00000258102.5","HAVANA","gene",NA,NA,"ENSG00000258102.5","protein_coding","MAP1LC3B2","2","HGNC:34390","OTTHUMG00000171525.4",0.640789078155056,0.221898179179559,2.25147500481599,0.0247578333037174,0.405839337335373,-3.57443034171353
"ENSG00000168092.14","HAVANA","gene",NA,NA,"ENSG00000168092.14","protein_coding","PAFAH1B2","1","HGNC:8575","OTTHUMG00000167064.4",-0.420969951684788,6.88720912343437,-2.25139817298289,0.0247627275049433,0.405839337335373,-4.00954900104257
"ENSG00000253948.2","HAVANA","gene",NA,NA,"ENSG00000253948.2","lncRNA","VPS13B-DT","2","HGNC:54375","OTTHUMG00000164865.2",0.847744472279019,-0.033568505351196,2.25120712824638,0.0247749007309287,0.405839337335373,-3.5724460724722
"ENSG00000224546.2","HAVANA","gene",NA,NA,"ENSG00000224546.2","processed_pseudogene","EIF4BP3","1","HGNC:37936","OTTHUMG00000020290.2",0.827374111861745,-0.0676826942345447,2.25119254458185,0.0247758302044885,0.405839337335373,-3.57133076806997
"ENSG00000116299.17","HAVANA","gene",NA,NA,"ENSG00000116299.17","protein_coding","ELAPOR1","2","HGNC:29618","OTTHUMG00000011725.6",-1.47990534374795,8.19707029118644,-2.25113190033804,0.0247796956224356,0.405839337335373,-4.01166732533395
"ENSG00000177728.17","HAVANA","gene",NA,NA,"ENSG00000177728.17","protein_coding","TMEM94","1","HGNC:28983","OTTHUMG00000179611.6",0.614045046532166,6.38487608932008,2.25110203670844,0.0247815992999303,0.405839337335373,-4.01160356971888
"ENSG00000172137.19","HAVANA","gene",NA,NA,"ENSG00000172137.19","protein_coding","CALB2","2","HGNC:1435","OTTHUMG00000137589.7",-2.42304709833102,2.13643965590959,-2.25103897064305,0.024785619906778,0.405839337335373,-3.55106461538037
"ENSG00000253669.4","HAVANA","gene",NA,NA,"ENSG00000253669.4","lncRNA","GASAL1","1","HGNC:53461","OTTHUMG00000164736.5",0.781407737319015,0.314842252198922,2.24870754212087,0.0249346519892019,0.407794782754776,-3.5892145766036
"ENSG00000088340.17","HAVANA","gene",NA,NA,"ENSG00000088340.17","transcribed_unitary_pseudogene","FER1L4","2","HGNC:15801","OTTHUMG00000032354.13",1.21018104291243,1.91166883260982,2.24846751430149,0.0249500393950704,0.407794782754776,-3.74684336962072
"ENSG00000100170.10","HAVANA","gene",NA,NA,"ENSG00000100170.10","protein_coding","SLC5A1","2","HGNC:11036","OTTHUMG00000030768.6",-3.32538803477696,1.80412916423614,-2.24656103663954,0.0250725506046088,0.409158375100123,-3.54260068023311
"ENSG00000068831.19","HAVANA","gene",NA,NA,"ENSG00000068831.19","protein_coding","RASGRP2","2","HGNC:9879","OTTHUMG00000045420.38",1.01415457266661,1.44827677253588,2.24630837471223,0.0250888259157695,0.409158375100123,-3.68137074224987
"ENSG00000161381.14","HAVANA","gene",NA,NA,"ENSG00000161381.14","protein_coding","PLXDC1","1","HGNC:20945","OTTHUMG00000133183.15",-0.883496816387641,4.2643601805309,-2.24606049681317,0.0251048019741088,0.409158375100123,-3.78541955567405
"ENSG00000123213.23","HAVANA","gene",NA,NA,"ENSG00000123213.23","protein_coding","NLN","1","HGNC:16058","OTTHUMG00000097803.7",-0.531296506705712,5.55768275078361,-2.24576653149009,0.025123759874569,0.409158375100123,-3.96349105076793
"ENSG00000215218.4","HAVANA","gene",NA,NA,"ENSG00000215218.4","protein_coding","UBE2QL1","2","HGNC:37269","OTTHUMG00000161683.2",-1.54468024414633,1.71465029799501,-2.24524318855204,0.0251575411554181,0.40934074594534,-3.57076916825823
"ENSG00000142959.5","HAVANA","gene",NA,NA,"ENSG00000142959.5","protein_coding","BEST4","2","HGNC:17106","OTTHUMG00000008488.2",1.29911522215247,-1.38262580446647,2.24405876699497,0.0252341400487789,0.409948619806533,-3.5671030685324
"ENSG00000145287.11","HAVANA","gene",NA,NA,"ENSG00000145287.11","protein_coding","PLAC8","1","HGNC:19254","OTTHUMG00000130294.2",1.3942306667693,0.441265146815567,2.24396622417908,0.0252401334935502,0.409948619806533,-3.63863731918573
"ENSG00000103111.15","HAVANA","gene",NA,NA,"ENSG00000103111.15","protein_coding","MON1B","1","HGNC:25020","OTTHUMG00000137618.4",0.498531096909861,5.35889773584894,2.2426331958177,0.0253266029447371,0.410984785117551,-4.01510059962196
"ENSG00000176454.14","HAVANA","gene",NA,NA,"ENSG00000176454.14","protein_coding","LPCAT4","1","HGNC:30059","OTTHUMG00000172349.4",0.577651659738747,4.04506404362883,2.24201861566711,0.0253665553778157,0.411264921984158,-3.93393124646678
"ENSG00000071889.17","HAVANA","gene",NA,NA,"ENSG00000071889.17","protein_coding","FAM3A","2","HGNC:13749","OTTHUMG00000013418.20",0.609875682044783,5.13288849527516,2.24092425171165,0.025437832856803,0.412051973514219,-4.01358624006189
"ENSG00000169093.16","HAVANA","gene",NA,NA,"ENSG00000169093.16","protein_coding","ASMTL","2","HGNC:751","OTTHUMG00000021057.2",0.629307558293996,4.56547670552034,2.24002694131612,0.0254964055561407,0.412632006348755,-3.98637961153165
"ENSG00000106404.14","HAVANA","gene",NA,NA,"ENSG00000106404.14","protein_coding","CLDN15","1","HGNC:2036","OTTHUMG00000150512.4",0.599502401784993,2.33327573855041,2.23849138448661,0.0255969118129218,0.413620928272334,-3.74768866393735
"ENSG00000124006.15","HAVANA","gene",NA,NA,"ENSG00000124006.15","protein_coding","OBSL1","2","HGNC:29092","OTTHUMG00000059157.13",0.859532680057045,6.0690228408392,2.23839626152345,0.0256031491515811,0.413620928272334,-4.03941582478592
"ENSG00000171016.13","HAVANA","gene",NA,NA,"ENSG00000171016.13","protein_coding","PYGO1","2","HGNC:30256","OTTHUMG00000132009.4",-1.33120783421291,2.17464563309768,-2.23725708955706,0.0256779486668284,0.414459926567169,-3.60571042919792
"ENSG00000163006.12","HAVANA","gene",NA,NA,"ENSG00000163006.12","protein_coding","CCDC138","1","HGNC:26531","OTTHUMG00000130980.6",-0.731591314304132,2.64190662665952,-2.23563695503963,0.0257846552524481,0.415543544673631,-3.66582152633922
"ENSG00000205426.10","HAVANA","gene",NA,NA,"ENSG00000205426.10","protein_coding","KRT81","2","HGNC:6458","OTTHUMG00000167574.2",-3.83832116934018,2.16622256481356,-2.2355417904674,0.0257909349971221,0.415543544673631,-3.56342714441864
"ENSG00000163959.10","HAVANA","gene",NA,NA,"ENSG00000163959.10","protein_coding","SLC51A","1","HGNC:29955","OTTHUMG00000155684.4",0.624923642503104,1.78088581284943,2.23433250309366,0.0258708493539952,0.416460937291755,-3.71081823659839
"ENSG00000268104.3","HAVANA","gene",NA,NA,"ENSG00000268104.3","protein_coding","SLC6A14","2","HGNC:11047","OTTHUMG00000022245.4",-3.43035510670125,0.429073438913783,-2.23384501070935,0.0259031253978596,0.41661051549388,-3.56044390673106
"ENSG00000166402.9","HAVANA","gene",NA,NA,"ENSG00000166402.9","protein_coding","TUB","2","HGNC:12406","OTTHUMG00000165690.1",-1.47505574107147,3.1859706688773,-2.23307140217312,0.0259544163730066,0.416772815468606,-3.6594769645486
"ENSG00000273179.1","HAVANA","gene",NA,NA,"ENSG00000273179.1","lncRNA","AC092535.5","2",NA,"OTTHUMG00000186224.1",-1.27987607078496,-1.3283637363158,-2.23299927843883,0.0259592027289008,0.416772815468606,-3.56187908184285
"ENSG00000006740.17","HAVANA","gene",NA,NA,"ENSG00000006740.17","protein_coding","ARHGAP44","1","HGNC:29096","OTTHUMG00000058765.6",-1.31701182491661,2.5164722206678,-2.23202526038299,0.0260239165956293,0.417442046205643,-3.63252343776978
"ENSG00000100417.12","HAVANA","gene",NA,NA,"ENSG00000100417.12","protein_coding","PMM1","2","HGNC:9114","OTTHUMG00000150972.4",0.512447596554712,3.9226353646667,2.23112798783254,0.0260836551968078,0.417865995031459,-3.93849536496184
"ENSG00000089195.15","HAVANA","gene",NA,NA,"ENSG00000089195.15","protein_coding","TRMT6","2","HGNC:20900","OTTHUMG00000031816.3",-0.541364458502063,4.6356205252211,-2.23090428437912,0.0260985674222349,0.417865995031459,-3.90675263472437
"ENSG00000276075.1","HAVANA","gene",NA,NA,"ENSG00000276075.1","lncRNA","AC027682.6","2",NA,"OTTHUMG00000186961.1",1.17116886920083,-1.54387108021783,2.23053221272611,0.0261233863410728,0.417865995031459,-3.59006216190784
"ENSG00000167632.18","HAVANA","gene",NA,NA,"ENSG00000167632.18","protein_coding","TRAPPC9","2","HGNC:30832","OTTHUMG00000164187.10",0.592093069951647,5.95488823095295,2.23004881715831,0.0261556616389009,0.417865995031459,-4.05637892234179
"ENSG00000167978.17","HAVANA","gene",NA,NA,"ENSG00000167978.17","protein_coding","SRRM2","1","HGNC:16639","OTTHUMG00000177358.6",0.483514880779111,9.36440538305049,2.22971786806612,0.0261777783348984,0.417865995031459,-3.99342647372142
"ENSG00000172508.10","HAVANA","gene",NA,NA,"ENSG00000172508.10","protein_coding","CARNS1","2","HGNC:29268","OTTHUMG00000167672.1",0.89014433006117,0.469632099562334,2.2295550279736,0.0261886665759537,0.417865995031459,-3.64248525300994
"ENSG00000134775.15","HAVANA","gene",NA,NA,"ENSG00000134775.15","protein_coding","FHOD3","1","HGNC:26178","OTTHUMG00000182381.5",-1.36123785695608,2.78102327476278,-2.22839665185212,0.0262662342892046,0.418735059565631,-3.6527065921132
"ENSG00000145348.17","HAVANA","gene",NA,NA,"ENSG00000145348.17","protein_coding","TBCK","2","HGNC:28261","OTTHUMG00000131214.10",0.56025260055777,4.96567584296908,2.22740076222335,0.0263330805955688,0.419102483852169,-4.03402889073979
"ENSG00000074590.13","HAVANA","gene",NA,NA,"ENSG00000074590.13","protein_coding","NUAK1","1","HGNC:14311","OTTHUMG00000169763.4",-0.953498688801913,4.64165566713446,-2.22678089449514,0.0263747618732642,0.419102483852169,-3.86709837545218
"ENSG00000144366.16","HAVANA","gene",NA,NA,"ENSG00000144366.16","protein_coding","GULP1","1","HGNC:18649","OTTHUMG00000132647.5",-1.29639279005876,2.64248888513728,-2.22668630659589,0.0263811271973559,0.419102483852169,-3.65140498691101
"ENSG00000154736.6","HAVANA","gene",NA,NA,"ENSG00000154736.6","protein_coding","ADAMTS5","2","HGNC:221","OTTHUMG00000078686.4",-1.27850651929884,3.41174825386347,-2.22667677945656,0.0263817684031405,0.419102483852169,-3.70718163368373
"ENSG00000143858.12","HAVANA","gene",NA,NA,"ENSG00000143858.12","protein_coding","SYT2","2","HGNC:11510","OTTHUMG00000041388.2",1.01607120332629,-1.43967116240616,2.22578226098386,0.0264420324344724,0.419141581903062,-3.59895340608362
"ENSG00000112294.14","HAVANA","gene",NA,NA,"ENSG00000112294.14","protein_coding","ALDH5A1","1","HGNC:408","OTTHUMG00000014356.5",0.89559907379144,4.55849390798137,2.22578179814079,0.0264420636472227,0.419141581903062,-4.0327518517508
"ENSG00000104369.5","HAVANA","gene",NA,NA,"ENSG00000104369.5","protein_coding","JPH1","2","HGNC:14201","OTTHUMG00000164524.2",-1.77911512589786,2.68577553592371,-2.22561074880317,0.026453600888067,0.419141581903062,-3.63029391232149
"ENSG00000211445.12","HAVANA","gene",NA,NA,"ENSG00000211445.12","protein_coding","GPX3","1","HGNC:4555","OTTHUMG00000163693.4",1.2048809944832,5.25607613891939,2.2250533391234,0.0264912283188314,0.419371182975666,-4.06587684012381
"ENSG00000196110.8","HAVANA","gene",NA,NA,"ENSG00000196110.8","protein_coding","ZNF699","2","HGNC:24750","OTTHUMG00000179941.2",-0.667097082241255,2.45537927574658,-2.22397490924164,0.0265641583869578,0.420158756476438,-3.68341886092558
"ENSG00000267939.1","HAVANA","gene",NA,NA,"ENSG00000267939.1","lncRNA","AC008946.1","2",NA,"OTTHUMG00000182575.1",-0.917946328079269,-1.55232268886938,-2.22263913129091,0.0266547329846386,0.421223792571542,-3.58302723828379
"ENSG00000240771.8","HAVANA","gene",NA,NA,"ENSG00000240771.8","protein_coding","ARHGEF25","2","HGNC:30275","OTTHUMG00000152516.4",0.678528184857975,1.18970385207562,2.22165365871641,0.0267217258996525,0.421347244275827,-3.69192611432109
"ENSG00000226174.7","HAVANA","gene",NA,NA,"ENSG00000226174.7","protein_coding","TEX22","2","HGNC:40026","OTTHUMG00000156137.35",1.05859363535767,-0.695952646445596,2.22158920534569,0.0267261125477189,0.421347244275827,-3.62164007200745
"ENSG00000112837.17","HAVANA","gene",NA,NA,"ENSG00000112837.17","protein_coding","TBX18","2","HGNC:11595","OTTHUMG00000015129.5",-1.37221186282817,2.15518899089307,-2.22149858281447,0.0267322813040495,0.421347244275827,-3.63397525401284
"ENSG00000091536.19","HAVANA","gene",NA,NA,"ENSG00000091536.19","protein_coding","MYO15A","1","HGNC:7594","OTTHUMG00000059390.14",1.00020311433458,0.1236182801626,2.21956955930302,0.0268638844340365,0.422543326740629,-3.65082435993157
"ENSG00000125505.17","HAVANA","gene",NA,NA,"ENSG00000125505.17","protein_coding","MBOAT7","1","HGNC:15505","OTTHUMG00000066516.11",0.693930108366131,6.92633555573692,2.21942446206443,0.026873806000069,0.422543326740629,-4.07379930403559
"ENSG00000171877.21","HAVANA","gene",NA,NA,"ENSG00000171877.21","protein_coding","FRMD5","1","HGNC:28214","OTTHUMG00000060475.8",-1.38819476573885,0.0670602033235378,-2.21898462359163,0.0269039009874483,0.422543326740629,-3.60055763421036
"ENSG00000100650.16","HAVANA","gene",NA,NA,"ENSG00000100650.16","protein_coding","SRSF5","1","HGNC:10787","OTTHUMG00000171235.6",0.481308925380992,7.20430487403578,2.21868686174636,0.0269242912510197,0.422543326740629,-4.07416229961011
